,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91
0,0.3052351,0.32439867,0.34894902,0.23449503,0.27373743,0.3272571,0.21894565,0.17307635,0.08793257,0.57993823,0.46868414,0.23442256,0.31393567,0.48258215,0.19859643,0.32279724,0.3289895,0.1277564,0.1134023,0.20778346,0.16794515,0.14284465,0.2809273,0.18359536,0.32401058,0.2922736,0.40112668,0.27123526,0.27960265,0.3361613,0.31410667,0.4497062,0.16547537,0.20014244,0.43265313,0.23142758,0.41947556,0.36318105,0.41530395,0.24540298,0.31946152,0.2531637,0.16948327,0.22932772,0.47078642,0.5013006,0.37853712,0.2724389,0.2102429,0.23097241,0.24850667,-0.06096712,0.32526925,0.6406992,0.35759938,0.39086062,0.36671248,0.42565113,0.13592069,0.14792728,0.48721403,0.09502676,0.33829948,0.32641318,0.4799629,0.45301974,0.3436377,0.22067837,0.22615358,0.26524135,0.09822963,0.34493217,0.4597305,0.31995046,0.41530395,0.20401266,0.3487123,0.37746653,0.3052199,0.40354225,0.33752793,0.3883466,0.0016722893,0.021820158,0.18073039,0.3330761,0.10263862,0.5503446,0.058334865,0.4652381,0.3920903,0.0
1,0.38283986,0.39833584,0.3650318,0.16381665,0.31376016,0.32038847,0.20992105,0.15975821,0.058405556,0.56752115,0.51674473,0.13519509,0.35598618,0.42310643,0.12833045,0.2575755,0.30599567,0.15043089,0.041990303,0.3597353,0.150221,0.20410638,0.29173127,0.21773513,0.298559,0.27810395,0.4858864,0.24584909,0.4273345,0.28267542,0.28786343,0.6255847,0.15077387,0.03323946,0.30218983,0.25917745,0.43391475,0.32342798,0.43726933,0.29242218,0.30070123,0.34566718,0.1490702,0.27358198,0.42007977,0.54518557,0.33210492,0.27015674,0.25111124,0.24045606,0.30401194,-0.030109713,0.3326006,0.50410247,0.3715015,0.20800644,0.27838755,0.4059195,0.17060474,0.2075583,0.49143118,0.10557123,0.41561922,0.32341853,0.48853907,0.4606477,0.33873805,0.16710289,0.20354754,0.26378885,0.04253484,0.28286454,0.35765013,0.34897965,0.43726933,0.26116833,0.4203347,0.3131863,0.3028842,0.32620493,0.36090115,0.252667,-0.032943055,0.08720824,0.2042361,0.2544374,0.1139919,0.6442107,-0.01982753,0.45190865,0.28342718,0.0
2,0.27233014,0.21142471,0.20245942,0.27656156,0.042367045,0.15865095,0.2755415,0.22900361,-0.040835172,0.2244575,0.27294385,0.07310957,0.23829642,0.41846597,0.24477223,0.19125283,0.2313124,0.14871217,0.07150089,0.068113,0.12906718,-0.01810845,0.16649877,0.28544557,0.20262885,0.06112837,0.38369614,0.2112608,0.21974713,0.2259503,0.13704197,0.15670885,0.14748022,0.20589955,0.23376738,-0.009621436,0.18577568,0.34824815,0.28700227,0.13179076,0.18359077,0.22669727,0.03488931,0.063052475,0.5082752,0.2349112,0.3156946,0.039869376,0.082285665,0.19369836,0.2032623,-0.116297945,0.3323777,0.65789855,0.29312557,0.11834436,0.24776459,0.20991269,0.15191066,0.14283432,0.25569135,0.2613111,0.36584055,0.24772944,0.23972058,0.30537087,0.2853538,0.1771276,0.24884245,0.1374357,-0.0077472534,0.4292234,0.2190413,0.20785737,0.28700227,0.1573894,0.21476516,0.16122456,0.16152862,0.28977394,0.6361537,0.37064382,-0.020517863,0.04825969,0.32704508,0.20946583,0.06046122,0.2513844,-0.0648098,0.33197817,0.27296737,0.0
3,-0.071711235,-0.011178976,0.06553714,0.006641336,0.014117219,-0.052975055,0.054901678,-0.044777997,-0.0005809963,0.09090398,0.0016110465,0.07082785,0.0033974387,-0.06404021,-0.08222704,0.024875447,-0.030317402,-0.010250198,-0.014111673,-0.11198407,0.0110179335,-0.04200811,-0.0072461385,-0.09463246,0.04775166,-0.06660975,0.016095446,-0.03563786,0.0008149259,-0.05118078,-0.06462302,0.00337773,-0.03938385,-0.005062308,-0.09162983,0.03388149,0.04648317,0.076600514,0.07356245,0.03761452,0.028581232,-0.11043278,-0.118254416,-0.12163521,0.044910967,-0.061184496,-0.05993793,-0.0051911026,-0.08688393,0.07700598,0.149697,-0.0088848565,-0.0038379952,0.05951499,0.0038283207,-0.04343393,0.03151174,-0.0532586,-0.023094822,-0.080730304,0.052271668,0.047914155,-0.037191678,-0.06648326,0.024922354,0.040892355,0.1440134,0.09804991,-0.02705789,-0.0014397316,-0.06271628,0.019485839,-0.06830901,-0.07864909,0.07356245,-0.13090059,-0.009508675,0.005184192,0.053922035,0.029712452,0.0049420362,0.07351315,-0.116775915,-0.014193907,-0.101069,0.0065135546,-0.067891814,0.013989928,-0.06364332,0.032539755,0.08425425,0.0
4,0.19361821,0.2815864,0.2328577,0.10257141,0.07111069,0.12873515,0.1315586,0.0609791,0.0678751,0.27257302,0.24586935,0.11862417,0.135507,0.25237232,0.058920532,0.11209385,0.1948868,0.09786798,-0.011594836,0.0524698,0.06810731,0.021037765,0.09730597,0.113618895,0.14481202,0.1725927,0.38968337,0.15524326,0.40986168,0.24582376,0.14820187,0.18235499,0.13609055,0.08820517,0.20094754,0.040506534,0.17932223,0.19610053,0.26100194,0.22772892,0.26228094,0.17948483,-0.138748,-0.03490656,0.23208278,0.36856294,0.3566407,0.06788729,0.059857946,0.1503608,0.21576163,-0.059686266,0.20626357,0.420209,0.26210386,0.084552124,0.2741375,0.20705824,0.049761098,0.082817964,0.21536145,0.06371949,0.2614051,0.1634306,0.22911024,0.28337985,0.25584438,0.15823191,0.1661209,0.20374162,-0.03902916,0.1421598,0.24336687,0.21885274,0.26100194,0.16874193,0.17153053,0.15977207,0.24539019,0.219081,0.25137177,0.24839611,-0.039240867,0.0090478845,0.13728938,0.063866064,0.069349185,0.31317782,-0.00049326196,0.24331257,0.24213561,0.0
5,0.20674175,0.28191912,0.23666391,0.06378417,0.1101815,0.19186977,0.36700147,0.08169455,0.13728806,0.3155468,0.3647359,0.12888688,0.4785211,0.2410411,0.1563788,0.25890803,0.37840915,0.26427656,0.14840128,0.19443981,0.12069114,0.050469264,0.19394289,0.06896849,0.35763335,0.4226758,0.40722314,0.31622607,0.31944177,0.19480811,0.22505061,0.19678116,0.24913377,0.078434326,0.1860367,0.103043504,0.21963742,0.45247144,0.21442057,0.11006502,0.32341644,0.23180081,0.030366458,-0.018839542,0.33148956,0.27147827,0.34167174,0.10944845,0.18486612,0.4221475,0.45984095,0.0035080751,0.22097337,0.40203923,0.29550833,0.18624479,0.38888606,0.24980918,0.23051374,0.24775745,0.3681782,0.20014712,0.39357984,0.35715777,0.2607846,0.29251984,0.35601944,0.11840824,0.49188566,0.22847998,0.15162565,0.25745806,0.29250056,0.26444,0.21442057,0.12347618,0.26109657,0.09906983,0.10114926,0.22270721,0.38879132,0.1881706,0.076305434,0.15618199,0.081336804,0.15523952,0.06965597,0.2926369,0.08879834,0.17251208,0.21136372,0.0
6,-0.08699913,-0.00459963,-0.09398085,0.06908563,-0.009802744,-0.06995627,-0.08495263,-0.10298972,-0.091256276,-0.005288003,-0.007934444,-0.08319893,0.046353824,0.074002646,0.09399221,-0.062476717,-0.0676979,0.095558494,0.069013804,-0.03463795,-0.052401997,0.013040663,-0.03466259,-0.008026689,-0.08286849,-0.014406469,-0.028079314,-0.054062873,-0.06593475,0.014955675,0.0022559427,-0.09919624,0.013184328,0.012854621,-0.012885168,0.013720246,0.010341665,-0.08015168,0.015541135,0.005933216,-0.03841072,-0.0881778,-0.022580067,0.032950975,0.04839143,0.0015317947,-0.018022083,-0.022862807,-0.023875814,-0.060260583,-0.011499502,-0.0011025239,0.034889936,0.03423012,-0.029906183,-0.05187779,-0.052482452,-0.040875506,0.02206749,-0.015017531,0.00066594407,-0.009505462,0.001335321,0.022206688,-0.024177372,0.047405805,-0.044295542,0.03266286,-0.07840474,0.038132932,0.049610768,0.06005609,0.016857613,-0.048379008,0.015541135,-0.18906713,0.0070979763,-0.043073088,-0.043373175,0.047493517,-0.036372177,0.022704266,-0.012243398,0.09184266,0.019533508,0.092752635,0.03530356,-0.03793751,-0.064208195,-0.0027944446,0.036556277,0.0
7,0.067606755,0.041519865,0.1356877,0.020679275,0.106594995,0.001864355,0.1145642,0.009325378,-0.014554011,0.26532537,0.27004272,0.09091132,0.1313448,0.14804634,-0.045041624,0.12452152,0.1518019,0.09001851,-0.040994525,-0.02648443,-0.062377512,0.043470107,0.05091868,0.038648803,0.13434777,0.044300586,0.20717603,-0.009262241,0.07955688,0.14300469,0.089376256,0.17509776,0.021877857,-0.029084286,0.079799235,0.02022367,0.14955518,0.11627809,0.1791663,0.10105043,0.033655275,-0.010228924,-0.00048850477,0.04829638,0.15379032,0.10952608,0.016740223,0.08317459,0.02164321,0.13083225,0.1657163,-0.103992894,0.16043481,0.24075097,0.084908925,0.14378612,0.08475279,0.10407099,0.042541485,0.013642518,0.2056989,0.070574775,0.122473225,0.12199113,0.11147994,0.013230532,0.15040109,0.17331243,0.048828546,0.041921508,-0.054509852,0.14369376,0.037455715,0.08083539,0.1791663,-0.04462418,0.08950736,0.14273492,0.07409065,0.16342877,0.18337841,0.18684083,-0.15190974,-0.038139097,-0.010639837,0.08912389,-0.046124965,0.14821047,-0.071977295,0.19245815,0.2460651,0.0
8,0.25121465,0.25580886,0.17793494,0.16408935,0.18842497,0.18551101,0.1014044,0.113283575,0.1013271,0.373482,0.40740523,0.19469185,0.17850052,0.36436012,0.06487578,0.22791123,0.20660698,0.1572037,0.011983266,0.13112111,0.14157361,0.13219425,0.18218239,0.12299791,0.19284281,0.2112037,0.24038076,0.2102356,0.24069011,0.30529156,0.25589162,0.37338656,0.0729332,0.046010744,0.25598323,0.15127185,0.28260332,0.22394541,0.26625735,0.1607996,0.31089604,0.19835214,0.15587172,0.11860495,0.3741988,0.4901246,0.32056838,0.19619507,0.1254724,0.123304546,0.16175261,0.023919955,0.20878483,0.45336294,0.25883013,0.13544276,0.23104663,0.37465316,0.09106685,0.09546001,0.27234355,0.01344968,0.27715692,0.14200588,0.36025172,0.23077334,0.33516997,0.108122885,0.18854065,0.16404437,0.0349039,0.17153434,0.2783827,0.30048114,0.26625735,0.2124645,0.26312238,0.35366613,0.14739469,0.17594956,0.28916606,0.21611367,0.03768499,-0.046550862,0.08385539,0.16229655,0.04665383,0.41510856,-0.02342258,0.35014617,0.24725294,0.0
9,0.25121465,0.25580886,0.17793494,0.16408935,0.18842497,0.18551101,0.1014044,0.113283575,0.1013271,0.373482,0.40740523,0.19469185,0.17850052,0.36436012,0.06487578,0.22791123,0.20660698,0.1572037,0.011983266,0.13112111,0.14157361,0.13219425,0.18218239,0.12299791,0.19284281,0.2112037,0.24038076,0.2102356,0.24069011,0.30529156,0.25589162,0.37338656,0.0729332,0.046010744,0.25598323,0.15127185,0.28260332,0.22394541,0.26625735,0.1607996,0.31089604,0.19835214,0.15587172,0.11860495,0.3741988,0.4901246,0.32056838,0.19619507,0.1254724,0.123304546,0.16175261,0.023919955,0.20878483,0.45336294,0.25883013,0.13544276,0.23104663,0.37465316,0.09106685,0.09546001,0.27234355,0.01344968,0.27715692,0.14200588,0.36025172,0.23077334,0.33516997,0.108122885,0.18854065,0.16404437,0.0349039,0.17153434,0.2783827,0.30048114,0.26625735,0.2124645,0.26312238,0.35366613,0.14739469,0.17594956,0.28916606,0.21611367,0.03768499,-0.046550862,0.08385539,0.16229655,0.04665383,0.41510856,-0.02342258,0.35014617,0.24725294,0.0
